Car_Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,Engine (CC)
Renault,2016,300000,34000,Petrol,Individual,Manual,First Owner,5,999
Renault,2017,819999,50000,Diesel,Individual,Manual,First Owner,5,1461
Tata,2010,409999,100000,Diesel,Individual,Manual,Second Owner,5,1405
Maruti,2013,497000,110000,Diesel,Individual,Manual,First Owner,7,1248
Ford,2019,975000,30000,Diesel,Individual,Manual,First Owner,5,1498
Ford,2018,620000,15000,Petrol,Individual,Manual,First Owner,5,1194
Ford,2018,950000,40000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2014,545000,110000,Diesel,Individual,Manual,First Owner,7,1248
Maruti,2011,400000,72000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2017,484999,30000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2016,574000,35000,Petrol,Individual,Manual,Second Owner,5,1197
Tata,2013,200000,167000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2016,1100000,94000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2019,500000,10000,Petrol,Individual,Manual,First Owner,5,1197
Tata,2019,600000,5200,Petrol,Individual,Manual,First Owner,5,1199
Maruti,2013,409999,90000,Diesel,Individual,Manual,Second Owner,5,1248
Renault,2018,950000,26000,Diesel,Individual,Manual,First Owner,5,1461
Hyundai,2012,267000,40000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2008,120000,93331,Petrol,Individual,Manual,Second Owner,5,1086
Maruti,2019,750000,6500,Petrol,Individual,Automatic,First Owner,5,1197
Toyota,2015,570000,120000,Diesel,Individual,Manual,Second Owner,5,1364
Hyundai,2012,180000,120000,Petrol,Individual,Manual,Second Owner,5,814
Ford,2015,685000,109000,Diesel,Dealer,Manual,First Owner,5,1498
Hyundai,2013,425000,101000,Diesel,Dealer,Manual,First Owner,5,1396
Volkswagen,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,5,1498
Renault,2018,500000,31000,Petrol,Dealer,Manual,First Owner,5,999
Maruti,2016,434999,55000,Petrol,Dealer,Manual,First Owner,5,1197
Tata,2018,250000,55000,Petrol,Dealer,Automatic,First Owner,4,624
Hyundai,2014,700000,117000,Diesel,Dealer,Manual,First Owner,5,1582
Maruti,2015,425000,75000,Petrol,Dealer,Manual,First Owner,5,1197
Tata,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,5,1497
Maruti,2010,215000,64000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2011,215000,50000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2017,395000,25000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2014,300000,10000,Petrol,Individual,Manual,First Owner,5,998
Chevrolet,2013,355000,68000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2015,180000,35000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2013,409999,90000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2013,550000,56000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2009,155000,54000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2018,565000,10000,Petrol,Individual,Automatic,First Owner,5,1086
Ford,2018,900000,40000,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2015,575000,60000,Diesel,Individual,Manual,First Owner,5,1396
Ford,2017,750000,37000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2018,625000,22000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2018,799000,60000,Diesel,Individual,Manual,Second Owner,5,1396
Maruti,2013,300000,57000,Petrol,Individual,Manual,Second Owner,5,998
Maruti,2017,850000,27000,Petrol,Individual,Manual,First Owner,5,1373
Maruti,2011,229999,40000,Petrol,Individual,Manual,Second Owner,5,998
Maruti,2015,400000,60000,Petrol,Individual,Manual,First Owner,5,998
Hyundai,2015,250999,43000,Petrol,Individual,Manual,Second Owner,5,814
Maruti,2016,450000,64000,Petrol,Individual,Manual,First Owner,5,1197
Renault,2017,575000,96000,Diesel,Individual,Manual,First Owner,5,1461
Renault,2013,400000,96000,Diesel,Individual,Manual,First Owner,5,1461
Maruti,2019,480000,7600,Petrol,Individual,Manual,First Owner,5,998
Maruti,2019,490000,7000,Petrol,Individual,Manual,First Owner,5,998
Tata,2017,600000,50000,Diesel,Individual,Manual,First Owner,5,1248
Tata,2015,425000,80000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2015,360000,34000,Petrol,Individual,Manual,First Owner,5,998
Hyundai,2014,755000,29340,Diesel,Individual,Manual,First Owner,5,1582
Ford,2011,215000,120000,Diesel,Individual,Manual,First Owner,5,1399
Hyundai,2007,190000,70000,Petrol,Individual,Manual,Second Owner,5,1086
Maruti,2014,438999,81000,Diesel,Dealer,Manual,First Owner,5,1248
Renault,2015,550000,240000,Diesel,Individual,Manual,First Owner,7,1461
Maruti,2013,375000,88200,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2016,270000,35000,Petrol,Individual,Manual,First Owner,5,796
Tata,2011,220000,80000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2019,600000,7500,Petrol,Individual,Automatic,First Owner,5,1197
Hyundai,2016,300000,40800,Petrol,Individual,Manual,First Owner,5,814
Maruti,2016,550000,8588,Petrol,Individual,Manual,First Owner,5,1197
Toyota,2018,670000,150000,Diesel,Individual,Manual,First Owner,5,1364
Hyundai,2016,425000,50000,Petrol,Individual,Manual,First Owner,5,1086
Mahindra,2018,750000,22000,Diesel,Individual,Manual,First Owner,5,1461
Tata,2016,475000,50000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2015,700000,120000,Diesel,Individual,Manual,Second Owner,7,1248
Maruti,2012,240000,90000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2015,400000,30000,Petrol,Individual,Manual,First Owner,5,998
Hyundai,2014,545000,80000,Diesel,Individual,Manual,Second Owner,5,1582
Hyundai,2016,725000,100000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2011,204999,85000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2012,204000,110000,Petrol,Individual,Manual,Third Owner,5,998
Hyundai,2018,350000,25000,Petrol,Individual,Manual,First Owner,5,998
Volkswagen,2013,350000,100000,Diesel,Individual,Manual,First Owner,5,1598
Ford,2012,175000,120000,Diesel,Individual,Manual,Second Owner,5,1399
Volkswagen,2011,340000,90000,Diesel,Individual,Manual,First Owner,5,1598
Maruti,2013,360000,97000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2007,100000,60000,Petrol,Individual,Manual,Third Owner,5,796
Maruti,2014,450000,70000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2011,215000,40000,Petrol,Individual,Manual,First Owner,5,1197
Volkswagen,2015,416000,80000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2010,145000,70000,Petrol,Individual,Manual,Second Owner,5,998
Maruti,2016,340000,30000,Petrol,Individual,Manual,Second Owner,5,998
Maruti,2015,300000,50000,Petrol,Individual,Manual,First Owner,5,796
Tata,2010,170000,150000,Diesel,Individual,Manual,Third Owner,5,1248
Maruti,2013,600000,60000,Diesel,Individual,Manual,Third Owner,7,1248
Hyundai,2019,509999,5000,Petrol,Individual,Manual,First Owner,5,1086
Hyundai,2015,280000,55000,Petrol,Individual,Manual,First Owner,5,1197
Ford,2015,600000,40000,Diesel,Individual,Manual,First Owner,5,1498
Volkswagen,2019,695000,36800,Diesel,Dealer,Manual,First Owner,5,1498
Maruti,2016,355000,60000,Petrol,Dealer,Manual,First Owner,5,998
Volkswagen,2018,650000,40000,Diesel,Dealer,Manual,First Owner,5,1498
Maruti,2011,300000,90000,Diesel,Individual,Manual,Second Owner,5,1248
Renault,2012,225000,110000,Diesel,Individual,Manual,Second Owner,5,1461
Hyundai,2014,700000,80000,Diesel,Individual,Manual,First Owner,5,1582
Hyundai,2016,800000,80000,Diesel,Individual,Manual,First Owner,5,1396
Toyota,2010,450000,120000,Diesel,Individual,Manual,Second Owner,5,1364
Hyundai,2016,925000,79000,Diesel,Dealer,Manual,First Owner,5,1582
Maruti,2013,620000,139000,Diesel,Individual,Manual,First Owner,7,1248
Renault,2019,786000,7720,Petrol,Individual,Manual,First Owner,7,999
Maruti,2002,120000,60000,Diesel,Individual,Manual,Second Owner,5,1527
Mahindra,2016,750000,100000,Diesel,Individual,Manual,First Owner,5,1461
Maruti,2015,290000,30000,Petrol,Individual,Manual,Second Owner,5,998
Hyundai,2019,500000,5000,Petrol,Individual,Manual,First Owner,5,1086
Tata,2013,250000,50000,Diesel,Individual,Manual,First Owner,5,1248
Tata,2013,220000,80000,Diesel,Individual,Manual,First Owner,5,1396
Ford,2017,960000,42000,Diesel,Dealer,Manual,First Owner,5,1498
Maruti,2019,1025000,15000,Petrol,Dealer,Automatic,First Owner,5,1462
Maruti,2017,700000,80000,Petrol,Dealer,Manual,First Owner,5,1197
Ford,2016,780000,60000,Diesel,Dealer,Manual,First Owner,5,1498
Hyundai,2017,1050000,70000,Diesel,Dealer,Manual,First Owner,5,1582
Tata,2016,400000,100000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2009,85000,90000,Petrol,Individual,Manual,Second Owner,5,796
Renault,2018,260000,50000,Petrol,Individual,Manual,First Owner,5,999
Maruti,2011,155000,40000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2010,132000,105000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2018,750000,30000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2011,240000,80000,Petrol,Individual,Manual,First Owner,5,1197
Honda,2019,1100000,50000,Diesel,Individual,Manual,Second Owner,7,1498
Maruti,2011,325000,70000,Diesel,Individual,Manual,First Owner,5,1248
Renault,2017,800000,50000,Diesel,Individual,Manual,First Owner,8,1461
Ford,2018,950000,80000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2013,300000,120000,Diesel,Individual,Manual,Fourth & Above Owner,5,1248
Hyundai,2013,200000,68697,Petrol,Individual,Manual,Third Owner,5,814
Maruti,2014,425000,70000,Diesel,Individual,Manual,First Owner,5,1248
Toyota,2015,790000,126000,Diesel,Individual,Manual,Third Owner,5,1364
Toyota,2015,780000,129000,Diesel,Individual,Manual,Third Owner,5,1364
Hyundai,2010,180000,55000,Petrol,Individual,Manual,Second Owner,5,1086
Ford,2019,869999,40000,Diesel,Individual,Manual,First Owner,5,1498
Tata,2011,275000,50000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2016,315000,25000,Petrol,Individual,Manual,First Owner,5,796
Tata,2011,189000,70000,Diesel,Individual,Manual,Second Owner,5,1396
Maruti,2014,580000,120000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2017,680000,80000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2017,670000,80000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2010,240000,80000,Petrol,Individual,Manual,Second Owner,5,998
Tata,2016,220000,22000,Petrol,Individual,Automatic,First Owner,4,624
Chevrolet,2013,225000,100000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2014,600000,70000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2019,500000,10000,Petrol,Individual,Manual,First Owner,5,1197
Ford,2019,950000,16034,Diesel,Dealer,Manual,First Owner,5,1498
Ford,2012,250000,156040,Diesel,Dealer,Manual,First Owner,5,1399
Maruti,2017,509999,46000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2018,469000,5000,Petrol,Individual,Manual,First Owner,5,998
Ford,2019,906000,30000,Diesel,Individual,Manual,First Owner,5,1498
Ford,2011,160000,85000,Diesel,Individual,Manual,First Owner,5,1399
Maruti,2012,325000,80000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2008,150000,70000,Petrol,Individual,Manual,Second Owner,5,796
Hyundai,2014,250000,2350,Petrol,Individual,Manual,First Owner,5,814
Maruti,2011,175000,50000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2010,175000,58000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2012,160000,110000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2010,160000,60000,Petrol,Individual,Manual,Third Owner,5,796
Hyundai,2012,400000,100000,Diesel,Individual,Manual,First Owner,5,1396
Toyota,2013,451000,120000,Diesel,Individual,Manual,First Owner,5,1364
Tata,2012,300000,70000,Diesel,Individual,Manual,Third Owner,5,1248
Maruti,2017,421000,59500,Petrol,Individual,Manual,Second Owner,5,998
Hyundai,2011,395000,75500,Diesel,Individual,Manual,Second Owner,5,1396
Maruti,2013,270000,60000,Petrol,Individual,Manual,First Owner,5,796
Ford,2017,875000,77524,Diesel,Dealer,Manual,First Owner,5,1498
Maruti,2018,800000,25000,Petrol,Individual,Automatic,First Owner,5,1197
Maruti,2017,530000,42000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2015,450000,80000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2011,235000,60000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2013,550000,240000,Diesel,Individual,Manual,First Owner,5,1248
Volkswagen,2015,515000,120000,Diesel,Individual,Manual,Second Owner,5,1498
Hyundai,2009,160000,35000,Petrol,Individual,Manual,Third Owner,5,1086
Maruti,2007,110000,120000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2007,128000,60000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2007,150000,80000,Petrol,Individual,Manual,Third Owner,5,796
Maruti,2018,750000,15000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2017,370000,40000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2019,600000,20000,Petrol,Individual,Automatic,First Owner,5,1197
Maruti,2013,600000,50000,Diesel,Individual,Manual,Second Owner,7,1248
Maruti,2010,225000,64000,Diesel,Individual,Manual,Third Owner,5,1248
Maruti,2018,465000,30000,Petrol,Individual,Manual,First Owner,5,998
Renault,2015,415000,120000,Diesel,Individual,Manual,Second Owner,7,1461
Maruti,2018,459999,12000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2018,640000,25000,Petrol,Individual,Automatic,First Owner,5,1197
Maruti,2017,350000,50000,Petrol,Individual,Automatic,First Owner,5,998
Maruti,2018,445000,5000,Petrol,Individual,Automatic,Second Owner,5,998
Maruti,2015,580000,15000,Diesel,Individual,Manual,Second Owner,7,1248
Hyundai,2020,1050000,20000,Diesel,Individual,Manual,First Owner,5,1396
Ford,2015,600000,50000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2017,483000,15000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2020,600000,5000,Petrol,Individual,Automatic,First Owner,5,1197
Maruti,2012,220000,270000,CNG,Individual,Manual,First Owner,5,1196
Hyundai,2018,340000,120000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2011,200000,100000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2012,432000,77000,Diesel,Individual,Manual,First Owner,5,1582
Hyundai,2011,250000,120000,Diesel,Individual,Manual,Third Owner,5,1396
Maruti,2017,475000,40000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2015,400000,20000,Petrol,Individual,Automatic,First Owner,5,998
Maruti,2015,350000,40000,Petrol,Individual,Manual,Second Owner,5,998
Tata,2018,550000,10000,Petrol,Individual,Manual,First Owner,5,1199
Maruti,2013,430000,63000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2011,220000,35000,Petrol,Individual,Manual,First Owner,5,796
Ford,2010,200000,110000,Diesel,Individual,Manual,Second Owner,5,1399
Hyundai,2017,1150000,27000,Diesel,Individual,Manual,Second Owner,5,1582
Maruti,2017,400000,60000,CNG,Individual,Manual,First Owner,5,1196
Ford,2016,725000,30000,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2014,736000,125000,Diesel,Individual,Automatic,First Owner,5,1582
Maruti,2010,180000,80500,Petrol,Individual,Manual,Second Owner,5,796
Toyota,2014,409999,200000,Diesel,Individual,Manual,First Owner,5,1364
Maruti,2006,80000,110000,Diesel,Individual,Manual,Second Owner,5,1527
Maruti,2005,110000,90000,Petrol,Individual,Manual,Second Owner,5,796
Volkswagen,2018,560000,18000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2016,480000,65755,Petrol,Individual,Manual,First Owner,5,1197
Ford,2019,960000,2600,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2017,310000,15000,Petrol,Individual,Manual,Second Owner,5,814
Maruti,2014,500000,60000,Diesel,Individual,Manual,First Owner,5,1248
Renault,2017,850000,50000,Diesel,Individual,Automatic,First Owner,5,1461
Hyundai,2019,1200000,20000,Diesel,Individual,Automatic,First Owner,5,1582
Volkswagen,2013,365000,70000,Diesel,Individual,Manual,Second Owner,5,1199
Renault,2017,880000,50000,Diesel,Individual,Manual,First Owner,5,1461
Renault,2018,320000,20000,Petrol,Individual,Manual,First Owner,5,999
Renault,2015,550000,60000,Diesel,Individual,Manual,First Owner,5,1461
Maruti,2015,300000,110000,Petrol,Individual,Manual,First Owner,5,998
Hyundai,2016,580000,152000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2014,300000,90000,CNG,Individual,Manual,First Owner,5,1196
Maruti,2017,390000,30000,CNG,Individual,Manual,First Owner,5,1196
Maruti,2012,300000,110000,Diesel,Individual,Manual,Third Owner,5,1248
Volkswagen,2012,300000,150000,Diesel,Individual,Manual,Second Owner,5,1598
Hyundai,2012,350000,110000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2015,880000,120000,Diesel,Individual,Manual,Second Owner,5,1582
Hyundai,2016,660000,110000,Diesel,Individual,Manual,First Owner,5,1396
Volkswagen,2012,400000,110000,Diesel,Individual,Manual,Second Owner,5,1598
Ford,2013,229999,230000,Diesel,Individual,Manual,First Owner,5,1399
Maruti,2018,380000,19000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2019,579000,10000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2012,270000,30000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2010,187000,200400,Petrol,Individual,Manual,Second Owner,5,1086
Hyundai,2008,195000,110000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2018,500000,25000,Petrol,Individual,Manual,First Owner,5,1086
Maruti,2016,385000,26000,Petrol,Individual,Manual,Second Owner,5,998
Maruti,2008,120000,70000,Petrol,Individual,Manual,Third Owner,5,796
Maruti,2016,700000,20000,Petrol,Individual,Manual,First Owner,5,1373
Tata,2013,290000,25000,Diesel,Individual,Manual,First Owner,5,1396
Tata,2019,450000,25000,Petrol,Individual,Manual,First Owner,5,1199
Maruti,2020,650000,7300,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2010,150000,100000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2013,425000,80000,Diesel,Individual,Manual,Second Owner,5,1582
Hyundai,2010,260000,60000,Petrol,Individual,Manual,First Owner,5,1197
Volkswagen,2014,400000,110000,Diesel,Individual,Manual,Second Owner,5,1498
Hyundai,2017,575000,70000,Diesel,Individual,Manual,Second Owner,5,1396
Maruti,2010,250000,90000,CNG,Individual,Manual,Second Owner,5,1586
Volkswagen,2012,400000,95000,Diesel,Individual,Manual,First Owner,5,1598
Volkswagen,2013,350000,70000,Diesel,Individual,Manual,Second Owner,5,1498
Maruti,2014,300000,35000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2013,300000,40000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2014,250000,25000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2008,95000,70000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2018,475000,7800,Petrol,Individual,Manual,First Owner,5,1086
Maruti,2016,482000,50000,Petrol,Individual,Manual,First Owner,5,1197
Ford,2017,625000,40000,Diesel,Individual,Manual,Fourth & Above Owner,5,1498
Renault,2019,420000,15000,Petrol,Individual,Manual,First Owner,5,999
Hyundai,2016,420000,9750,Petrol,Individual,Manual,Second Owner,5,1086
Hyundai,2008,185000,110000,Petrol,Individual,Manual,Fourth & Above Owner,5,1086
Maruti,2015,210000,50000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2012,350000,120000,Diesel,Individual,Manual,Second Owner,5,1248
Hyundai,2011,350000,93000,Diesel,Individual,Manual,Second Owner,5,1396
Hyundai,2012,290000,27000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2011,225000,30000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2014,300000,80000,Petrol,Individual,Manual,First Owner,5,998
Hyundai,2014,600000,125000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2013,600000,120000,Diesel,Individual,Manual,Third Owner,7,1248
Hyundai,2016,735000,25000,Diesel,Individual,Manual,First Owner,5,1396
Renault,2015,600000,125000,Diesel,Individual,Manual,First Owner,8,1461
Hyundai,2016,720000,80000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2014,545000,100000,Diesel,Individual,Manual,Second Owner,5,1582
Volkswagen,2011,370000,100000,Diesel,Individual,Manual,Second Owner,5,1598
Maruti,2019,711000,5000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2020,749000,5500,Petrol,Individual,Manual,First Owner,5,1197
Renault,2016,550000,80000,Diesel,Individual,Manual,Second Owner,5,1461
Hyundai,2014,575000,120000,Diesel,Individual,Manual,Third Owner,5,1582
Tata,2017,600000,40000,Petrol,Individual,Manual,Second Owner,5,1199
Ford,2012,390000,120000,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2010,340000,110000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2014,530000,80000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2014,415000,46000,Petrol,Dealer,Manual,First Owner,5,998
Renault,2017,375000,20000,Petrol,Dealer,Automatic,First Owner,5,999
Hyundai,2013,291000,37000,Petrol,Dealer,Manual,First Owner,5,1197
Maruti,2017,600000,34000,Petrol,Dealer,Manual,Second Owner,5,1197
Hyundai,2010,225000,50000,Petrol,Dealer,Manual,First Owner,5,1197
Maruti,2013,390000,77000,Diesel,Dealer,Manual,First Owner,5,1248
Maruti,2010,85000,150000,Petrol,Individual,Manual,Third Owner,5,796
Hyundai,2012,150000,40000,Petrol,Individual,Manual,First Owner,5,814
Hyundai,2011,220000,70000,Petrol,Individual,Manual,Third Owner,5,1197
Hyundai,2017,957000,60000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2010,170000,90000,Petrol,Individual,Manual,Third Owner,5,1197
Mahindra,2019,1200000,25000,Diesel,Individual,Manual,First Owner,5,1497
Hyundai,2019,834000,13000,Diesel,Individual,Manual,First Owner,5,1396
Volkswagen,2014,575000,40000,Diesel,Individual,Manual,Third Owner,5,1498
Volkswagen,2012,400000,100000,Diesel,Individual,Manual,Second Owner,5,1598
Hyundai,2017,250000,35000,Petrol,Individual,Manual,Second Owner,5,998
Ford,2016,825000,35000,Diesel,Individual,Manual,Second Owner,5,1498
Maruti,2016,425000,70000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2009,240000,90000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2016,1150000,154000,Diesel,Individual,Manual,First Owner,5,1582
Renault,2013,520000,109000,Diesel,Individual,Manual,Second Owner,5,1461
Maruti,2016,380000,39000,Petrol,Individual,Manual,Third Owner,5,998
Volkswagen,2014,575000,90000,Diesel,Individual,Manual,First Owner,5,1598
Hyundai,2009,142000,110000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2013,430000,190000,Diesel,Individual,Manual,Second Owner,5,1248
Hyundai,2019,509999,40000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2016,616000,112000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2014,225000,60000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2011,129000,80000,Petrol,Individual,Manual,Second Owner,5,814
Ford,2012,225000,60000,Diesel,Individual,Manual,First Owner,5,1399
Hyundai,2012,459999,70000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2009,115999,110000,Petrol,Individual,Manual,Second Owner,5,796
Ford,2019,1050000,26000,Diesel,Dealer,Manual,First Owner,5,1498
Hyundai,2017,750000,43000,Diesel,Dealer,Manual,First Owner,5,1396
Maruti,2018,730000,4773,Petrol,Dealer,Manual,First Owner,5,1197
Honda,2017,940000,57900,Diesel,Dealer,Manual,First Owner,7,1498
Maruti,2013,411000,62000,Petrol,Dealer,Manual,First Owner,5,1197
Volkswagen,2016,540000,66000,Diesel,Dealer,Manual,First Owner,5,1498
Maruti,2015,411000,23999,Petrol,Dealer,Automatic,First Owner,5,998
Maruti,2012,350000,145000,Diesel,Individual,Manual,Third Owner,5,1248
Volkswagen,2011,275000,125000,Diesel,Individual,Manual,Fourth & Above Owner,5,1598
Volkswagen,2011,280000,131000,Diesel,Individual,Manual,Fourth & Above Owner,5,1598
Maruti,2019,700000,45000,Petrol,Individual,Automatic,First Owner,5,1197
Maruti,2018,459999,50000,Petrol,Individual,Manual,First Owner,5,998
Hyundai,2018,800000,30000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2017,370000,25000,CNG,Individual,Manual,First Owner,5,1196
Renault,2013,290000,90000,Diesel,Individual,Manual,First Owner,5,1461
Maruti,2011,141000,15000,Petrol,Individual,Manual,Third Owner,5,796
Maruti,2009,125000,70000,Petrol,Individual,Manual,Second Owner,5,796
Hyundai,2017,700000,40000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2017,700000,70000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2018,1150000,35000,Diesel,Individual,Manual,First Owner,5,1582
Renault,2015,530000,110000,Diesel,Individual,Manual,First Owner,5,1461
Maruti,2007,130000,90000,Petrol,Individual,Manual,Second Owner,5,796
Hyundai,2011,270000,105000,Diesel,Individual,Manual,Second Owner,5,1396
Hyundai,2013,375000,40000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2014,425000,80000,Diesel,Individual,Manual,Second Owner,5,1248
Ford,2018,900000,25000,Diesel,Individual,Manual,First Owner,5,1498
Ford,2011,229999,40000,Diesel,Individual,Manual,Second Owner,5,1399
Ford,2012,300000,70000,Diesel,Individual,Manual,First Owner,5,1399
Maruti,2010,220000,110000,Diesel,Individual,Manual,Third Owner,5,1248
Volkswagen,2015,550000,90000,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2010,350000,148000,Diesel,Individual,Manual,Second Owner,5,1396
Tata,2015,250000,155000,Diesel,Individual,Manual,Second Owner,5,1248
Hyundai,2015,300000,45000,Petrol,Individual,Manual,First Owner,5,814
Hyundai,2014,250000,20000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2013,335000,90000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2016,488000,80000,Petrol,Individual,Manual,Second Owner,5,1197
Maruti,2020,570000,5000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2014,229999,70000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2014,620000,130000,Diesel,Individual,Manual,First Owner,7,1248
Maruti,2013,400000,188000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2008,110000,48676,Petrol,Individual,Manual,First Owner,8,796
Maruti,2007,100000,70000,Petrol,Individual,Manual,First Owner,5,796
Ford,2017,900000,60000,Diesel,Individual,Manual,First Owner,5,1498
Toyota,2017,650000,120000,Diesel,Individual,Manual,Second Owner,5,1364
Renault,2013,475000,250000,Diesel,Individual,Manual,First Owner,5,1461
Hyundai,2019,425000,15000,Petrol,Individual,Manual,First Owner,5,1086
Maruti,2016,400000,30000,Petrol,Individual,Manual,First Owner,5,998
Hyundai,2011,390000,153000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2013,475000,149000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2012,380000,80000,Diesel,Individual,Manual,Fourth & Above Owner,5,1248
Maruti,2018,535000,12000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2011,215000,40000,Petrol,Individual,Manual,Second Owner,5,1197
